system   D            wsystem.c:583  maybe_parent_dir                 [   0.00062] Also searching C:\Users\Student\Desktop\GameAI\GameAI\steering\
display  D   display_settings.c:377  _al_score_display_settings       [   0.04950] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04951] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04952] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04953] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04955] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04956] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04957] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04958] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04959] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04960] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04962] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04963] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04964] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04965] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04966] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04967] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04968] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04970] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04971] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04972] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04973] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04974] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04976] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04977] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04978] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04979] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04980] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04981] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04983] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04984] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04985] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04986] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04987] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04988] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04990] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04991] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04992] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04993] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04994] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04995] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04997] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04998] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04999] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.05000] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.05002] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.05003] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.05004] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.05005] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.05006] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.05007] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.05009] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.05010] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.05011] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.05012] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.05013] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.05014] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.05016] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.05017] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.05018] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.05019] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.05020] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.05021] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.05023] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.05024] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.05025] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.05026] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.05027] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.05028] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.05030] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.05031] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.05032] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.05033] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.05034] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1645 d3d_create_display_internals     [   0.05040] Trying format 0.
d3d      I         d3d_disp.cpp:1326 d3d_display_thread_proc          [   0.05103] Chose a display format: 23
d3d      I         d3d_disp.cpp:1395 d3d_display_thread_proc          [   0.05105] Normal window.
d3d      I         d3d_disp.cpp:801  d3d_create_device                [   0.05725] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:866  d3d_create_device                [   0.07487] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:874  d3d_create_device                [   0.07491] Success
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   0.07510] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.07518] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1724 d3d_create_display_internals     [   0.07521] Returning d3d_display: 004C4850
d3d      D         d3d_disp.cpp:1749 d3d_create_display_locked        [   0.07522] al_display=004C4850
d3d      D         d3d_disp.cpp:1750 d3d_create_display_locked        [   0.07524] al_display->vt=02970120
audio-dsound D           dsound.cpp:244  _dsound_open                     [   0.07659] Loading DirectSound module
system   D            wsystem.c:583  maybe_parent_dir                 [   0.07679] Also searching C:\Users\Student\Desktop\GameAI\GameAI\steering\
system   D            wsystem.c:633  _al_win_safe_load_library        [   0.07701] PathFindOnPath found: C:\Windows\system32\dsound.dll
system   D            wsystem.c:544  load_library_at_path             [   0.07703] Calling LoadLibrary C:\Windows\system32\dsound.dll
system   I            wsystem.c:547  load_library_at_path             [   0.07868] Loaded C:\Windows\system32\dsound.dll
audio-dsound I           dsound.cpp:261  _dsound_open                     [   0.07871] Starting DirectSound...
audio-dsound D           dsound.cpp:271  _dsound_open                     [   0.10152] DirectSoundCreate8 succeeded
audio    I              audio.c:288  do_install_audio                 [   0.10241] Using DirectSound driver
audio-dsound D           dsound.cpp:306  _dsound_allocate_voice           [   0.10248] Allocating voice
audio-dsound D           dsound.cpp:365  _dsound_allocate_voice           [   0.10251] Allocated voice
dtor     D               dtor.c:184  _al_register_destructor          [   0.10253] added dtor for object 0045B0A0, func 0F0A250E
dtor     D               dtor.c:184  _al_register_destructor          [   0.10256] added dtor for object 04BB6DE8, func 0F0A2919
audio-dsound D           dsound.cpp:462  _dsound_start_voice              [   0.10259] Starting voice
audio-dsound D           dsound.cpp:491  _dsound_start_voice              [   0.10260] CreateSoundBuffer
audio-dsound D           dsound.cpp:500  _dsound_start_voice              [   0.10323] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:506  _dsound_start_voice              [   0.10326] Starting _dsound_update thread
audio-dsound I           dsound.cpp:516  _dsound_start_voice              [   0.10359] Voice started
dtor     D               dtor.c:184  _al_register_destructor          [   0.10362] added dtor for object 04BC38C8, func 0F0A23EC
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.10364] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10366] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10367] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.10373] added dtor for object 04BC39D0, func 0F0A27A7
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.10449] Font cour.ttf loaded with pixel size 0 x 20.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.10451]     ascent=17.0, descent=-6.0, height=23.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.10453] added dtor for object 04BF1D28, func 0F0A1B36
wav      I                wav.c:107  wav_open                         [   0.10464] Ignoring chunk: fact
dtor     D               dtor.c:184  _al_register_destructor          [   0.10468] added dtor for object 04BB2920, func 0F0A2379
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10554] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10556] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10557] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10558] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10559] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10560] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10561] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10562] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10564] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.10565] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.10566] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.10567] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.10568] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.10680] added dtor for object 02A00208, func 0F0A2590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.11275] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.11279] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19492] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19494] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19496] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19497] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19498] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19499] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19500] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19501] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19502] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.19503] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.19503] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.19505] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.19506] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.19826] added dtor for object 02A00508, func 0F0A2590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.19831] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.19833] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20092] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20094] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20095] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20096] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20097] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20098] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20098] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20099] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.20100] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.20101] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.20102] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.20103] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.20104] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.20118] added dtor for object 02A00608, func 0F0A2590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.20121] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.20123] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.20671] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.20674] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.22064] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.22068] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.22100] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.22101] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.74142] removed dtor for object 04BF1D28
d3d      I         d3d_disp.cpp:921  d3d_destroy_display              [   1.74172] destroying display 004C4850 (current 00000000)
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   1.74177] converting display bitmap 02A00608 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.74185] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.74189] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   1.74227] converting display bitmap 02A00508 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.74233] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.74236] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   1.74255] converting display bitmap 02A00208 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.74464] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.74469] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:905  d3d_destroy_display_internals    [   1.74908] waiting for display 004C4850's thread to end
d3d      W         d3d_disp.cpp:617  d3d_destroy_device               [   1.75575] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1527 d3d_display_thread_proc          [   1.77145] d3d display thread exits
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.77171] removed dtor for object 02A00208
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.77281] removed dtor for object 02A00508
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.77290] removed dtor for object 02A00608
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.77327] removed dtor for object 04BC39D0
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.77339] removed dtor for object 04BB2920
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.77344] removed dtor for object 04BC38C8
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.77348] removed dtor for object 04BB6DE8
audio-dsound D           dsound.cpp:526  _dsound_stop_voice               [   1.77351] Stopping voice
audio-dsound D           dsound.cpp:542  _dsound_stop_voice               [   1.77353] Joining thread
audio-dsound D           dsound.cpp:548  _dsound_stop_voice               [   1.77402] Joined thread
audio-dsound D           dsound.cpp:550  _dsound_stop_voice               [   1.77407] Destroying thread
audio-dsound D           dsound.cpp:552  _dsound_stop_voice               [   1.77411] Thread destroyed
audio-dsound D           dsound.cpp:555  _dsound_stop_voice               [   1.77414] Releasing buffer
audio-dsound I           dsound.cpp:559  _dsound_stop_voice               [   1.77419] Voice stopped
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.77423] removed dtor for object 0045B0A0
audio-dsound D           dsound.cpp:375  _dsound_deallocate_voice         [   1.77426] Deallocating voice
audio-dsound D           dsound.cpp:380  _dsound_deallocate_voice         [   1.77429] Deallocated voice
audio-dsound D           dsound.cpp:289  _dsound_close                    [   1.77433] Releasing device
audio-dsound D           dsound.cpp:291  _dsound_close                    [   1.80923] Released device
audio-dsound I           dsound.cpp:294  _dsound_close                    [   1.80926] DirectSound closed
font     E                ttf.c:885  al_shutdown_ttf_addon            [   1.80931] TTF addon not initialised.
